text,id,state,title,body,created,updated,url,comments,score,user,project,query,enhancement,bug,duplicate,helpwanted,invalid,wontfix,question
11,270278438,closed,Event UI & model,"## Type
- <U+2728> Feature
This epic includes the things we want to work on in order to move away from using Drupal to Prismic. 

## Why?
- To support Events team on uploading next season events by 23 November
- So that we can support the operational needs of the Events team, through ticketing and event statuses
- So that we make improvements based on user research and usability recommendations, especially for mobile
- So we don't have to run tests against two platforms
- So the content contributors don't have to duplicate effort
- So we can make contributor workflows better

## Release 1
- Core event information: Date, Time, Ticketing Info, Booking Info, Location, Booking Status, People involved
- Event booking supported via Eventbrite
- Booking statuses dynamically generated
- Events ticket info shown in context
- Structured metadata in place so Google can deal with it
- Transition over to PP team 

## To Do
- [x] Review booking information for events template
- [ ] Document content model

## Metrics to monitor / Success
Have number of bookings increased/decreased?
Have no-shows increased?
Scroll depth
Can you find an event in Google and see the date and time?
Usability testing demonstrates no significant usability problems",2017-11-01T11:26:01Z,2018-02-08T15:19:38Z,https://github.com/wellcometrust/wellcomecollection.org/issues/1790,14,4.9411306,jennpb,https://api.github.com/repos/wellcometrust/wellcomecollection.org,usability,0,0,0,0,0,0,0
12,286106060,closed,[enhancement] Set mark on window when opening with exec (redux),"Some years back there was a good discussion about this in #1682 .  At the time it was determined that the use-case just wasn't there to make it worthwhile.  What with the proliferation of in-browser web-apps it may be time to reconsider.  As an example,  I typically run five to ten different ""applications"" in a web browser that I would like to be addressable from my window manager.   These are things like, email, chat programs, ticketing systems, management tools and more - all of which run inside a browser.   

To accomplish this there are a few options:

1. Run seperate browser instances
This works - especially when coupled with something like electron and nativefier where each instance can have its own name and properties.  The trouble is that each of these instances is a huge resource hog.   Running more than six or seven of these at the same time will bring a quad-core system with 16g of RAM to its knees.   This makes it not really feasable at any sort of scale.

2) Attempt to address the individual applications by their `title` properties.  
This also works -  most of the time.  Unfortunately, the usability of this entirely depends on the websites you are using.  Browsers typically modify the window title based on the page you are on.  Some web pages, like google inbox, will maintain a fairly consistent set of window titles, while others, like the AWS console, don't.   This makes addressing based on `title` error-prone at best and broken at worst.   

I know that in the past the opinion has been that the application author needs to fix their application, and that being unable to use class, title, instance or other window properties is a broken behavior.   However, I think that since the landscape has changed in the direction that it has, and since we are using the same ""binary"" (web browser) to access multiple ""applications"" (web pages) it may be beneficial to provide some funcationality for this use-case.


-Thanks!

  ",2018-01-04T20:36:59Z,2018-01-07T10:45:28Z,https://github.com/i3/i3/issues/3109,7,3.3653946,dansteen,https://api.github.com/repos/i3/i3,usability,1,0,0,0,0,0,0
13,28438095,closed,Choice of security presets during setup,"If we want TextSecure to compete with W**_sapp, F_book and other less privacy/security focused apps and plattforms, it has to be as user friendly as them. And it should be. Otherwise it'll never get a significant market share with the average users.
But we also want to provide maximum security for people who depend on it with their lives, maybe because they live in an undemocratic country and have an unpopular opinion, maybe because they are protesting the regime in Syria, maybe they are gay and happen to live in Uganda or any of the other 82 coutries where that can get you in jail or even executed.

As TextSecure is supposed to be secure **and** user friendly there are going to be more and more cases where we will have to decide on a default behaviour, often between the safer and the more convenient option.
Many of the convenient features, which many users want, because they know and love them from W**_sapp, F_book and other less privacy/security focused apps and plattforms leak data, which, in some really bad cases, could lead to people getting hurt or worse.

An example would be a notification popup with the message content like #798 requests. In some cases even mentioning the sender alone can be a threat (#308 and #366).
It gets really bad if this can even happen on a locked phone (#198).

If we neither want to force the average user to go deep into the advanced settings to manually activate all the features they expect (really bad usability) nor want to endanger some users by choosing insecure but convenient defaults, we should ask the user at the setup level what their use case is:
- casual user
- moderately security concious user
- tinfoilhat™ / protester in $nodemocracyhere 

Based on their choice we'll set default settings for the above mentioned features, as well as security features like #175, #226 and #328 and future convenience features.

It should also be possible to re-run this from the advanced settings.

One of the most important presets for the paranoid mode would be to turn off SMS messages entirely, because the metadata, which is the most important tool in modern surveillance, can't be hidden. The network providers can also easily scan the traffic and find out who uses TS, which will put people at risk.

With data that problem doesn't exist, because the relay (GCM) probably isn't controlled by the ""enemy"" and it works like an anonymizing proxy, because lots of normal apps use GCM.
As long as HTTPS (TLS) isn't broken (again...), data should be safe.
",2014-02-27T17:35:36Z,2018-04-02T21:25:04Z,https://github.com/signalapp/Signal-Android/issues/838,41,3.2995985,generalmanager,https://api.github.com/repos/signalapp/Signal-Android,usability,0,0,0,0,0,0,0
14,267392447,closed,Can't get examples to work,"I have websockets with different scripts working but really like the usability the lib implies. but i can't get any of the samples work. 

```php
<?php
require __DIR__ . ""/vendor/autoload.php"";
// Non-blocking server implementation based on amphp/socket keeping track of connections.
use Amp\Loop;
use Amp\Socket\ServerSocket;
use function Amp\asyncCall;
Loop::run(function () {
    $server = new class {
        private $uri = ""tcp://127.0.0.1:9002"";
        // We use a property to store a map of $clientAddr => $client
        private $clients = [];
        public function listen() {
            asyncCall(function () {
                $server = Amp\Socket\listen($this->uri);
                print ""Listening on "" . $server->getAddress() . "" ..."" . PHP_EOL;
                while ($socket = yield $server->accept()) {
                    $this->handleClient($socket);
                }
            });
        }
        private function handleClient(ServerSocket $socket) {
            asyncCall(function () use ($socket) {
                $remoteAddr = $socket->getRemoteAddress();
                // We print a message on the server and send a message to each client
                print ""Accepted new client: {$remoteAddr}"". PHP_EOL;
                $this->broadcast($remoteAddr . "" joined the chat."" . PHP_EOL);
                // We only insert the client afterwards, so it doesn't get its own join message
                $this->clients[$remoteAddr] = $socket;
                while (null !== $chunk = yield $socket->read()) {
                    $this->broadcast($remoteAddr . "" says: "" . trim($chunk) . PHP_EOL);
                }
                // We remove the client again once it disconnected.
                // It's important, otherwise we'll leak memory.
                unset($this->clients[$remoteAddr]);
                // Inform other clients that that client disconnected and also print it in the server.
                print ""Client disconnected: {$remoteAddr}"" . PHP_EOL;
                $this->broadcast($remoteAddr . "" left the chat."" . PHP_EOL);
            });
        }
        private function broadcast(string $message) {
            foreach ($this->clients as $client) {
                // We don't yield the promise returned from $client->write() here as we don't care about
                // other clients disconnecting and thus the write failing.
                $client->write($message);
            }
        }
    };
    $server->listen();
});
```

when i make connections from a simple js ws connection i consistantly get errors.

the browser gives me this error:

```
Uncaught (in promise) {message: ""Could not establish connection. Receiving end does not exist.""}
callbackArgs @ browser-polyfill.js:588
sendResponseAndClearCallback @ VM35 extensions::messaging:415
disconnectListener @ VM35 extensions::messaging:433
EventImpl.dispatchToListener @ VM28 extensions::event_bindings:403
publicClassPrototype.(anonymous function) @ VM34 extensions::utils:140
EventImpl.dispatch_ @ VM28 extensions::event_bindings:387
EventImpl.dispatch @ VM28 extensions::event_bindings:409
publicClassPrototype.(anonymous function) @ VM34 extensions::utils:140
dispatchOnDisconnect @ VM35 extensions::messaging:376
index.html:13 WebSocket connection to 'ws://127.0.0.1:9002/' failed: Error during WebSocket handshake: net::ERR_INVALID_HTTP_RESPONSE
WebSocketTest @ index.html:13
(anonymous) @ VM74:1
browser-polyfill.js:588 Uncaught (in promise) {message: ""Could not establish connection. Receiving end does not exist.""}
callbackArgs @ browser-polyfill.js:588
sendResponseAndClearCallback @ VM35 extensions::messaging:415
disconnectListener @ VM35 extensions::messaging:433
EventImpl.dispatchToListener @ VM28 extensions::event_bindings:403
publicClassPrototype.(anonymous function) @ VM34 extensions::utils:140
EventImpl.dispatch_ @ VM28 extensions::event_bindings:387
EventImpl.dispatch @ VM28 extensions::event_bindings:409
publicClassPrototype.(anonymous function) @ VM34 extensions::utils:140
dispatchOnDisconnect @ VM35 extensions::messaging:376
browser-polyfill.js:588 Uncaught (in promise) {message: ""Could not establish connection. Receiving end does not exist.""}
callbackArgs @ browser-polyfill.js:588
sendResponseAndClearCallback @ VM35 extensions::messaging:415
disconnectListener @ VM35 extensions::messaging:433
EventImpl.dispatchToListener @ VM28 extensions::event_bindings:403
publicClassPrototype.(anonymous function) @ VM34 extensions::utils:140
EventImpl.dispatch_ @ VM28 extensions::event_bindings:387
EventImpl.dispatch @ VM28 extensions::event_bindings:409
publicClassPrototype.(anonymous function) @ VM34 extensions::utils:140
dispatchOnDisconnect @ VM35 extensions::messaging:376
browser-polyfill.js:588 Uncaught (in promise) {message: ""Could not establish connection. Receiving end does not exist.""}1
```

whiel the server log says accepted new client with an immediate client disconnected before the ws.send() that is wrapped int he ws.open callback can even do anything.

Im just looking for a bit of help getting started with this lib

thanks",2017-10-21T16:03:59Z,2017-10-21T18:36:33Z,https://github.com/amphp/socket/issues/41,1,2.6050193,dking3876,https://api.github.com/repos/amphp/socket,usability,0,0,0,0,0,0,1
15,217092195,closed,Conversion of KeeFox to WebExtensions,"Per the [Milestones schedule](https://github.com/kee-org/browser-addon/milestones) on this repository, the bulk of all efforts until the release of version 2.0 will be on ensuring that we can get something vaguely resembling KeeFox 1.6 to run in Firefox 57+ (and Google Chrome, etc.)

That means re-writing the add-on to use [WebExtensions](https://developer.mozilla.org/en-US/Add-ons/WebExtensions/What_are_WebExtensions).

I've made a good start by pulling over some code snippets from KeeFox 1.6 and piecing them together in a way that has resulted in the current ""pre-alpha"" version having the following broadly working:

- Basic add-on architecture (build, default config, logging to console)
- Connection from add-on to the existing KeePassRPC plugin version
- Rendering state of connection on a browser button/icon on the browser toolbar
- Detection of forms on web pages
- Sending request to find matching logins and receiving list of logins in the web page

The lists below will be expanded as we delve into more detail and see how the WebExtensions API evolves over the next 6 months. With some luck we might be able to implement some items from the ""uncertain"" list although it's also likely other features will be added to the two lists.

### Functionality we are unable to retain

- Assisted KeePass installation and configuration (prohibited by WebExtensions)
- Some customised keyboard shortcut keys (it should be possible for each user to manually re-configure them though)
- Logging to files (prohibited by WebExtensions)
- Protecting the KeePassRPC authentication token with the Firefox master password (prohibited by WebExtensions)

### Functionality we are unlikely to retain (either too much work or uncertain technical viability)

- Some customised keyboard shortcut keys (we probably won't migrate the current settings but some keyboard shortcuts that relate to specific web pages can be supported if we have time)
- Launching KeePass from within Firefox (launching executables is banned although if a user were to install a hypothetical ""KeeFox helper"" executable we might be able to get something to work but it is unlikely that will exist on most user's systems so this work goes to the bottom of the priority list)
- Multi-page logins (the code that will deal with filling and saving passwords gets created and destroyed on every page load, making this a technically difficult problem to solve)
- Some assistive UI (e.g. new user advice, tips, security warnings). Things like ""Save/update password?"" should be possible in some form but may suffer from reduced usability
- Usage metrics (this is useful for planning how to improve KeeFox but with limited control over the changes we are making for version 2.0, a reduction in the number of platforms running version 2.0 and a lack of time to analyse and act on the limited data we could collect, it's not worthwhile initially)
- HTTP Auth/Proxy/Windows Auth dialog box filling and saving (not possible to modify the dialog box, other more-limited approaches could work if we have time though)

Please feel free to comment or ask questions below. I'll try to reply regularly but hope you'll understand that my priority is developing the code rather than answering questions that have already been answered multiple times. If you can help answer anyone else's questions or get involved in other discussion threads that would be great.",2017-03-26T21:42:10Z,2018-01-08T21:47:42Z,https://github.com/kee-org/browser-addon/issues/1,60,1.0725006,luckyrat,https://api.github.com/repos/kee-org/browser-addon,usability,1,0,0,0,0,0,0
16,178357517,closed,Launcher UX design improvements,"Our patcher leaves a bit to be desired as far as usability goes.  so @Heartfyre is working on some UX design improvements.
",2016-09-21T14:07:52Z,2016-11-18T18:21:13Z,https://github.com/CUModSquad/Camelot-Unchained/issues/78,51,0.13224378,codecorsair,https://api.github.com/repos/CUModSquad/Camelot-Unchained,usability,0,0,0,0,0,0,0
17,146343144,closed,Create intro email blast for All-MoFo,"## Introducing Mozilla Chat

tl;dr: Join us at https://chat.mozillafoundation.org/. Native apps available in ""How to Join"" below.

We've all used many chat clients here at Mozilla. There’s IRC, Skype, Google Chat, Slack, Telegram, WhatsApp, and Minigroups, not to mention good old-fashioned email. Each has its own strengths yet all of them combined create a weakness in the organization’s communication, with teams scattered across these services. These tools have a variety of unique features, but there seem to be a common subset of functional and ideological goals that align with those of Mozilla.

As we search for the right tool, the Engineering and Design teams have been evaluating Mattermost, an open source Slack-alternative–we can all just call it, ""Chat"". We’ve used it for a few months, contributed some code, and worked out the major usability bugs. Now we’d like to invite the rest of the Foundation to try it out and let us know what you think.
#### Goals of chat software
- Be open and promote inclusivity
- Reduce the need for emails
- Enable access to conversations at any time on any device (not just while online)
- Offer ability to manage conversations across projects and reduce the need for meetings.
#### Useful features of Chat
- Messaging and files
- Send messages and comments across public, private, and 1:1 channels
- Personalize notifications
- Share files and images
- Archiving and search
- Search all channels for past messages and comments
- View recent mentions of your name, username, nickname, and custom search terms
- Receive messages even if you’re offline
- Embeddable Gif support
#### How to join

Visit https://chat.mozillafoundation.org and sign up. (It’s not integrated with any existing accounts, yet.)

You can keep it in a browser tab, but you might find it more helpful to download a native app:
1. Download for your platform
   - [OSX](https://github.com/mattermost/desktop/releases/download/v1.1.0/mattermost-desktop-1.1.0-osx.tar.gz)
   - 64-bit [Windows](https://github.com/mattermost/desktop/releases/download/v1.1.0/mattermost-desktop-1.1.0-win64.zip)
   - Other Desktop releases available [here](https://github.com/mattermost/desktop/releases)
2. Install/Copy the Mattermost executable to your Applications folder.
3. If Mac OS gives you an “unsigned developer” warning while opening the app, ctrl-click on the app and click open.
4. Enter Team: `Mozilla`, URL: `https://chat.mozillafoundation.org`
5. Create an account or log in.

Mobile apps are available for iOS and Android

Once you're in, you can give feedback in the Mozilla Chat Dev channel.
#### Notifications:

Notifications can be customized on an account level and a channel level. 
- Account Level: Click the menu icon in the top left corner next to your username and check out “Account Settings”.
- Channel level: when in a channel, click the name of it at the top and look at notification preferences. You might want to disable unread notifications for certain channels unless you’re specifically mentioned.
#### Examples
##### Embedded previews of images- including gifs! ![chat-gif](https://cloud.githubusercontent.com/assets/1682681/14321423/1beec600-fbe7-11e5-8149-e92290561fba.gif)
##### Attach files to your conversations! ![chat-attach](https://cloud.githubusercontent.com/assets/1682681/14464033/41609644-009b-11e6-8fda-531433e88938.gif)
##### Direct message users from the sidebar or using the /msg command ![chat-dm](https://cloud.githubusercontent.com/assets/1682681/14464051/56188ba0-009b-11e6-8271-3a0052f72170.gif)
##### Local notifications for mentions, and the ability to mention a whole channel at once (but remember, with great power comes great responsibility) ![chat-mentions](https://cloud.githubusercontent.com/assets/1682681/14464065/612ed3e6-009b-11e6-9b05-c93ff8daa7ec.gif)
##### Search every conversation you’re a part of at once! Or even search for all mentions of yourself using the @ button. ![chat-search](https://cloud.githubusercontent.com/assets/1682681/14464080/7143e92e-009b-11e6-98ff-3ea45ac8ea8c.gif)
",2016-04-06T15:05:44Z,2016-04-12T17:35:08Z,https://github.com/mozilla/chat.mozillafoundation.org/issues/78,13,0.02131116,alanmoo,https://api.github.com/repos/mozilla/chat.mozillafoundation.org,usability,0,0,0,0,0,0,0
18,121849204,closed,various feature requests,"Miscellaneous feature requests from emails, because I don't want to fill up the issues with one for each until you're ready to work on them (but feel free to split this up if you prefer an issue for each):
- [ ] 1. **Buffs** - ""I would like to have an information about being buffed""
- [x] 2. **Menu button for left-side menu** -- ""The menu button does not work (I am using the Galaxy S4). It would be nice to see the menu, like when swiping from the left edge."" _[I agree!]_
- [x] 3. **Keyboard hiding** - ""on party chat, after I send the message, the keyboard should hide."" _See also https://github.com/HabitRPG/habitrpg-android/issues/172 ""Keyboard should close when switching view""_
- [ ] 4. **Streaks** - ""Please add it so that it shows counts for continuous dailies done in a row!""
- [ ] 5. **Mounts for Party** - ""When I go to Party->Members, I don't see mounts."" (_I've seen that comment two or three times, but it's funny - no one ever comments on the lack of pets or backgrounds._)
- [ ] 6. **Ticked Dailies not clear enough** - ""One issue is that the visual messaging doesn't seem to be clear when I tick vs. Untick a daily. I installed the app when I already had a number of ticked dailies for the day."" -- I'm seeking more feedback about this. https://mail.google.com/mail/u/0/#sent/1518f8fc3f3dbcde
- [ ] 7. **Headings in menu** - could be clearer that they are headings? - ""Inventory is not loading, it's slightly greyed out.""
- [ ] 8. **FAB for adding items has usability problems** - ""While looking at my TODOs, I click the bottom-right + icon. I am disappointed that the + icon forces me to again choose a task type instead of creating a TODO (or whatever other task type I am currently browsing). Also, if I mis-tap when aiming for + New Habit, I will edit whatever task is underneath my finger. That seems distracting.""
- [ ] 9. **Sound effects** - ""please add the sounds from habitica website... They are now connected in my brain with positive motivation.""  -- I know this might seem like a minor feature, but that comment about motivation is interesting and valuable. Triggers and rewards are an important part of productivity, and if the sound effects on the website have become integral to your motivation, it would be disappointing to not have them in the app too. I'm thinking this might be a feature we'd want to add sooner rather than later, if it's not too difficult to implement.
- [ ] 10. **Reminders** - ""multiple reminders through out the day instead of just one reminders for dailies!""
- [ ] 11. **Results of completing tasks could be clearer** - ""Better view of the points that get updated and pictures of the Drop items""
- [ ] 12. **Ability to move tasks to a different sort order**
- [ ] 13. **Use slide-down to sync tasks** -- ""have a Task page refresh with a slide down method (like the Party page Chat refresh method)!""
- [ ] 14. **Quest invitation accept/reject**
",2015-12-12T11:21:52Z,2016-03-15T10:22:27Z,https://github.com/HabitRPG/habitica-android/issues/215,4,0.010063046,Alys,https://api.github.com/repos/HabitRPG/habitica-android,usability,1,0,0,0,0,0,0
19,71072874,closed,Notification bubble-box pop-up on a new message,"```
Can you, please, add a support for a notification bubble-box pop-up
messages on new incoming text messages?

There can be two cases, what to display in bubble-box, according to the
type of the incoming message:

a) on a private incoming message, a bubble-box can contain next message:
""You have a new message from %username%""

b) if it is a global chat message, a bubble-box can display a snippet of
that message.

A bubble-box can be displayed for some period of time.

Along with an animated tray icon (issue id:11), it can be a very huge step
as an overall usability enhancement.

Thanks!

P.S. trayIcon.displayMessage();
```

Original issue reported on code.google.com by `baki...@gmail.com` on 5 Jun 2009 at 5:37
",2015-04-26T14:10:04Z,2015-04-26T14:10:05Z,https://github.com/nirmalsinghania2008/kouchat/issues/13,12,0.00111764,GoogleCodeExporter,https://api.github.com/repos/nirmalsinghania2008/kouchat,usability,1,0,0,0,0,0,0
20,62020195,closed,Notification bubble-box pop-up on a new message,"```
Can you, please, add a support for a notification bubble-box pop-up
messages on new incoming text messages?

There can be two cases, what to display in bubble-box, according to the
type of the incoming message:

a) on a private incoming message, a bubble-box can contain next message:
""You have a new message from %username%""

b) if it is a global chat message, a bubble-box can display a snippet of
that message.

A bubble-box can be displayed for some period of time.

Along with an animated tray icon (issue id:11), it can be a very huge step
as an overall usability enhancement.

Thanks!

P.S. trayIcon.displayMessage();
```

Original issue reported on code.google.com by `baki...@gmail.com` on 5 Jun 2009 at 5:37
",2015-03-16T09:19:28Z,2015-03-16T09:19:31Z,https://github.com/srinivaskalyani/kouchat/issues/13,12,0.000810015,GoogleCodeExporter,https://api.github.com/repos/srinivaskalyani/kouchat,usability,1,0,0,0,0,0,0
21,61859551,closed,Notification bubble-box pop-up on a new message,"```
Can you, please, add a support for a notification bubble-box pop-up
messages on new incoming text messages?

There can be two cases, what to display in bubble-box, according to the
type of the incoming message:

a) on a private incoming message, a bubble-box can contain next message:
""You have a new message from %username%""

b) if it is a global chat message, a bubble-box can display a snippet of
that message.

A bubble-box can be displayed for some period of time.

Along with an animated tray icon (issue id:11), it can be a very huge step
as an overall usability enhancement.

Thanks!

P.S. trayIcon.displayMessage();
```

Original issue reported on code.google.com by `baki...@gmail.com` on 5 Jun 2009 at 5:37
",2015-03-15T16:27:38Z,2015-03-15T16:27:41Z,https://github.com/Lavoista/kouchat/issues/13,12,0.000782204,GoogleCodeExporter,https://api.github.com/repos/Lavoista/kouchat,usability,1,0,0,0,0,0,0
22,56914135,closed,navigation flaws and UX/UI confusion,"I've spend quite some time exploring the latest beta and took some notes concerning problems the average user will probably face in day to day usage.
iPhone5s 8.1.2 (Signal 2.0 Beta 1/31)
##### Recipient Information / Interaction

Don't hide it and enable user interaction! 
The only way to get to the contact information of a recipient seems to be:
1. Make sure you are in a group with them
2. Go to the members view via group info overlay
3. Select them in the list

A far more suitable option would be to also have the ""group information"" metaphor in the 1 to 1 chat views.
Signal wouldn't have to hide key verification and the contact information view would be accessible in a appropriate way. The overlay could state something like: [  Call  Verify  More   ]

Users expect to find buttons with the same function at the same places.
I have noticed that calling a Signal v1.0.8 / Redphone only user leaves the chat view with the call icon in the upper right corner. Doing the same with an Signal 2.0 or android user that uses both, textsecure and redphone, the call icon is visible as long as I don't type anything in the textfield. Placing a call requires you to either:
- Delete your input
- Go back to the Inbox pretending you want to start a new conversation and press the call icon

(your input will be lost either way see ""Keep state (keyboard text input)"")
##### Branding < Usability

The Signal icon can't be part of the navigation stack!
This is the first serious iOS project I have seen where the app icon is used in the navigation stack and as view title.
The available main views are the ""Inbox"" and ""Archive"" (or other suitable strings) but not an icon.
_Q: If i have a chat view open already where will I end up if i tap the signal icon back button?_
The navigation stack is not made for having a nice translation only. It's main purpose is providing information about where we're coming from and going to. Otherwise you could use a modal view without a semantic difference.

Another point is the textsecure send icon vs ""Send"" as string but I will bring that up in  #577
##### Keep state (keyboard text input)

It is very disturbing to lose unfinished inputs when switching between chats. While every serious ""competing"" messaging app and the system app keeps it.
",2015-02-07T15:11:25Z,2015-02-21T11:34:57Z,https://github.com/signalapp/Signal-iOS/issues/579,4,0.00067796,abcdev,https://api.github.com/repos/signalapp/Signal-iOS,usability,0,0,0,0,0,0,0
23,5452235,closed,Add Posting Keyboard Shortcut,"Adding a keyboard shortcut adds usability for chat interfaces like gmail.

I have this feature mostly implemented using

```
document.activeElement;
```

however, if the active element is within an iframe, it returns the reference to the iframe instead of the actual active element. We probably need to use the Firefox API at the extension level to walk into the active iframe and get the active form element or editable div.

This can be implemented by adding a menu to, for example browser.xul:

```
<keyset id=""mainKeyset"">
    <key id=""key_convert"" key=""x"" modifiers=""accel alt"" oncommand=""privlyExtension.keyboardCommand()""/>
</keyset>
```

Then adding the handler in extension-host-interface which asks for the cursor's current position using document.activeElement, and posts the content.
",2012-07-05T20:12:27Z,2014-12-26T02:53:40Z,https://github.com/privly/privly-firefox/issues/16,4,0.000501501,smcgregor,https://api.github.com/repos/privly/privly-firefox,usability,0,0,0,0,0,0,0
